symbol,date,open,high,low,close,volume,adjclose,dividends,Symbol
AAPL,2021-03-17,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,111932600,122.93980407714844,0.0,AAPL
AAPL,2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,121229700,118.77153015136719,0.0,AAPL
AAPL,2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,185549500,118.2394027709961,0.0,AAPL
AAPL,2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,111912300,121.58979797363281,0.0,AAPL
AAPL,2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,95467100,120.75220489501953,0.0,AAPL
AAPL,2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,88530500,118.33793640136719,0.0,AAPL
AAPL,2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,98844700,118.83064270019531,0.0,AAPL
AAPL,2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,94071200,119.44159698486328,0.0,AAPL
AAPL,2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,80819200,119.61898040771484,0.0,AAPL
AAPL,2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,85671900,118.15070343017578,0.0,AAPL
AAPL,2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,118323800,120.36788177490234,0.0,AAPL
AAPL,2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123.0,75089100,121.20549774169922,0.0,AAPL
AAPL,2021-04-05,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,88651200,124.06316375732422,0.0,AAPL
AAPL,2021-04-06,126.5,127.12999725341797,125.6500015258789,126.20999908447266,80171300,124.36864471435547,0.0,AAPL
AAPL,2021-04-07,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,83466700,126.03398132324219,0.0,AAPL
AAPL,2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,88844600,128.45809936523438,0.0,AAPL
AAPL,2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,106686700,131.05958557128906,0.0,AAPL
AAPL,2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,91420000,129.3252716064453,0.0,AAPL
AAPL,2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,91266500,132.46875,0.0,AAPL
AAPL,2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,87222800,130.10374450683594,0.0,AAPL
AAPL,2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,89347100,132.5376739501953,0.0,AAPL
AAPL,2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,84922400,132.2026824951172,0.0,AAPL
AAPL,2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,94264200,132.8727569580078,0.0,AAPL
AAPL,2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,94812300,131.16798400878906,0.0,AAPL
AAPL,2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,68847100,131.55227661132812,0.0,AAPL
AAPL,2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,84566500,130.01504516601562,0.0,AAPL
AAPL,2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,78657500,132.36032104492188,0.0,AAPL
AAPL,2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,66905100,132.75448608398438,0.0,AAPL
AAPL,2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,66015800,132.42930603027344,0.0,AAPL
AAPL,2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,107760100,131.63113403320312,0.0,AAPL
AAPL,2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,151101000,131.53256225585938,0.0,AAPL
AAPL,2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,109839500,129.54205322265625,0.0,AAPL
AAPL,2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,75135100,130.60629272460938,0.0,AAPL
AAPL,2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,137564700,125.98472595214844,0.0,AAPL
AAPL,2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,84000900,126.2310791015625,0.0,AAPL
AAPL,2021-05-06,127.88999938964844,129.75,127.12999725341797,129.74000549316406,78128300,127.84716033935547,0.0,AAPL
AAPL,2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,78973300,128.52822875976562,0.22,AAPL
AAPL,2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,88071200,125.2116470336914,0.0,AAPL
AAPL,2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,126142800,124.28377532958984,0.0,AAPL
AAPL,2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,112172300,121.184326171875,0.0,AAPL
AAPL,2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,105861300,123.35591125488281,0.0,AAPL
AAPL,2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,81918000,125.80387115478516,0.0,AAPL
AAPL,2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,74244600,124.63910675048828,0.0,AAPL
AAPL,2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,63342900,123.23746490478516,0.0,AAPL
AAPL,2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,92612000,123.07953643798828,0.0,AAPL
AAPL,2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,76857100,125.66569519042969,0.0,AAPL
AAPL,2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,79295400,123.80997467041016,0.0,AAPL
AAPL,2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,63092900,125.45840454101562,0.0,AAPL
AAPL,2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,72009500,125.260986328125,0.0,AAPL
AAPL,2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,56575900,125.2116470336914,0.0,AAPL
AAPL,2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,94625600,123.66191864013672,0.0,AAPL
AAPL,2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,71311100,123.00057220458984,0.0,AAPL
AAPL,2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,67637100,122.67483520507812,0.0,AAPL
AAPL,2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,59278900,123.44475555419922,0.0,AAPL
AAPL,2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,76229200,121.94437408447266,0.0,AAPL
AAPL,2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,75169300,124.26403045654297,0.0,AAPL
AAPL,2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,71057600,124.27389526367188,0.0,AAPL
AAPL,2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,74403800,125.10304260253906,0.0,AAPL
AAPL,2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,56877900,125.4880142211914,0.0,AAPL
AAPL,2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,71186400,124.48118591308594,0.0,AAPL
AAPL,2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,53522400,125.7051773071289,0.0,AAPL
AAPL,2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,96906500,128.7947540283203,0.0,AAPL
AAPL,2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,62746300,127.96560668945312,0.0,AAPL
AAPL,2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,91815000,128.46900939941406,0.0,AAPL
AAPL,2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,96721700,130.0878448486328,0.0,AAPL
AAPL,2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,108953300,128.77499389648438,0.0,AAPL
AAPL,2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,79663300,130.5912322998047,0.0,AAPL
AAPL,2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,74783600,132.24952697753906,0.0,AAPL
AAPL,2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,60214200,131.97315979003906,0.0,AAPL
AAPL,2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,68711000,131.68692016601562,0.0,AAPL
AAPL,2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,70783700,131.39077758789062,0.0,AAPL
AAPL,2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,62111300,133.03921508789062,0.0,AAPL
AAPL,2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,64556100,134.5691680908203,0.0,AAPL
AAPL,2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,63261400,135.19107055664062,0.0,AAPL
AAPL,2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,52485800,135.49705505371094,0.0,AAPL
AAPL,2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,78852600,138.1522979736328,0.0,AAPL
AAPL,2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,108181800,140.1857147216797,0.0,AAPL
AAPL,2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,104911600,142.70277404785156,0.0,AAPL
AAPL,2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,105575500,141.38995361328125,0.0,AAPL
AAPL,2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,99890800,143.2357940673828,0.0,AAPL
AAPL,2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,76299700,142.6336669921875,0.0,AAPL
AAPL,2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,100827100,143.75892639160156,0.0,AAPL
AAPL,2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,127050800,147.22361755371094,0.0,AAPL
AAPL,2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,106820300,146.56227111816406,0.0,AAPL
AAPL,2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,93251400,144.499267578125,0.0,AAPL
AAPL,2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,121434600,140.6101531982422,0.0,AAPL
AAPL,2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,96350000,144.26234436035156,0.0,AAPL
AAPL,2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,74993500,143.52203369140625,0.0,AAPL
AAPL,2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,77338200,144.9039764404297,0.0,AAPL
AAPL,2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,71447400,146.64122009277344,0.0,AAPL
AAPL,2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,72434100,147.065673828125,0.0,AAPL
AAPL,2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,104818600,144.87435913085938,0.0,AAPL
AAPL,2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,118931200,143.1074676513672,0.0,AAPL
AAPL,2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,56699500,143.75892639160156,0.0,AAPL
AAPL,2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,70440600,143.97608947753906,0.0,AAPL
AAPL,2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,62880000,143.64048767089844,0.0,AAPL
AAPL,2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,64786600,145.45672607421875,0.0,AAPL
AAPL,2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,56368300,145.05201721191406,0.0,AAPL
AAPL,2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,46397700,145.16062927246094,0.0,AAPL
AAPL,2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,54126800,144.46859741210938,0.22,AAPL
AAPL,2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,48908700,144.41917419433594,0.0,AAPL
AAPL,2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,69023100,143.93479919433594,0.0,AAPL
AAPL,2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,48493500,144.19180297851562,0.0,AAPL
AAPL,2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,72282600,147.1871337890625,0.0,AAPL
AAPL,2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,59375000,147.394775390625,0.0,AAPL
AAPL,2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,103296000,149.3916778564453,0.0,AAPL
AAPL,2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,92229700,148.47230529785156,0.0,AAPL
AAPL,2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,86326000,144.6860809326172,0.0,AAPL
AAPL,2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,86960300,145.022216796875,0.0,AAPL
AAPL,2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,60549600,146.49517822265625,0.0,AAPL
AAPL,2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,60131800,147.99778747558594,0.0,AAPL
AAPL,2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,48606400,147.9088134765625,0.0,AAPL
AAPL,2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,58991300,146.6632080078125,0.0,AAPL
AAPL,2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,48597200,145.85260009765625,0.0,AAPL
AAPL,2021-08-27,147.47999572753906,148.75,146.8300018310547,148.60000610351562,55802400,146.90049743652344,0.0,AAPL
AAPL,2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,90956700,151.36878967285156,0.0,AAPL
AAPL,2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,86453100,150.0935516357422,0.0,AAPL
AAPL,2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,80313700,150.76576232910156,0.0,AAPL
AAPL,2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,71115500,151.89271545410156,0.0,AAPL
AAPL,2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,57808700,152.5352783203125,0.0,AAPL
AAPL,2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,82278300,154.89797973632812,0.0,AAPL
AAPL,2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,74420200,153.33602905273438,0.0,AAPL
AAPL,2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,57305700,152.3079071044922,0.0,AAPL
AAPL,2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,140893200,147.26625061035156,0.0,AAPL
AAPL,2021-09-13,150.6300048828125,151.4199981689453,148.75,149.5500030517578,102404300,147.83963012695312,0.0,AAPL
AAPL,2021-09-14,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,109296300,146.42596435546875,0.0,AAPL
AAPL,2021-09-15,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,83281300,147.3255615234375,0.0,AAPL
AAPL,2021-09-16,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,68034100,147.08828735351562,0.0,AAPL
AAPL,2021-09-17,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,129868800,144.3895263671875,0.0,AAPL
AAPL,2021-09-20,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,123478900,141.30523681640625,0.0,AAPL
AAPL,2021-09-21,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,75834000,141.78961181640625,0.0,AAPL
AAPL,2021-09-22,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,76404300,144.18191528320312,0.0,AAPL
AAPL,2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,64838200,145.15074157714844,0.0,AAPL
AAPL,2021-09-24,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,53477900,145.2397003173828,0.0,AAPL
AAPL,2021-09-27,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,74150700,143.70742797851562,0.0,AAPL
AAPL,2021-09-28,143.25,144.75,141.69000244140625,141.91000366210938,108972300,140.28700256347656,0.0,AAPL
AAPL,2021-09-29,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,74602000,141.19647216796875,0.0,AAPL
AAPL,2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,141.5,89056700,139.88169860839844,0.0,AAPL
AAPL,2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,94639600,141.01853942871094,0.0,AAPL
AAPL,2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,98322000,137.5486602783203,0.0,AAPL
AAPL,2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,80861100,139.4961395263672,0.0,AAPL
AAPL,2021-10-06,139.47000122070312,142.14999389648438,138.3699951171875,142.0,83221100,140.37596130371094,0.0,AAPL
AAPL,2021-10-07,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,61732700,141.65121459960938,0.0,AAPL
AAPL,2021-10-08,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,58773200,141.2656707763672,0.0,AAPL
AAPL,2021-10-11,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,64452200,141.1766815185547,0.0,AAPL
AAPL,2021-10-12,143.22999572753906,143.25,141.0399932861328,141.50999450683594,73035900,139.89157104492188,0.0,AAPL
AAPL,2021-10-13,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,78762700,139.29843139648438,0.0,AAPL
AAPL,2021-10-14,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,69907100,142.11585998535156,0.0,AAPL
AAPL,2021-10-15,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,67940300,143.18345642089844,0.0,AAPL
AAPL,2021-10-18,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,85589200,144.87393188476562,0.0,AAPL
AAPL,2021-10-19,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,76378900,147.0586395263672,0.0,AAPL
AAPL,2021-10-20,148.6999969482422,149.75,148.1199951171875,149.25999450683594,58418800,147.5529327392578,0.0,AAPL
AAPL,2021-10-21,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,61421000,147.7703857421875,0.0,AAPL
AAPL,2021-10-22,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,58883400,146.9894561767578,0.0,AAPL
AAPL,2021-10-25,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,50720600,146.94003295898438,0.0,AAPL
AAPL,2021-10-26,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,60893400,147.6122589111328,0.0,AAPL
AAPL,2021-10-27,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,56094900,147.1476287841797,0.0,AAPL
AAPL,2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,100077900,150.82508850097656,0.0,AAPL
AAPL,2021-10-29,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,124953200,148.0867462158203,0.0,AAPL
AAPL,2021-11-01,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,74588300,147.25636291503906,0.0,AAPL
AAPL,2021-11-02,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,69122000,148.3042449951172,0.0,AAPL
AAPL,2021-11-03,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,54511500,149.7574462890625,0.0,AAPL
AAPL,2021-11-04,151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,60394600,149.23350524902344,0.0,AAPL
AAPL,2021-11-05,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,65463900,149.76809692382812,0.22,AAPL
AAPL,2021-11-08,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,55020900,148.93650817871094,0.0,AAPL
AAPL,2021-11-09,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,56787900,149.30279541015625,0.0,AAPL
AAPL,2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,65187100,146.44166564941406,0.0,AAPL
